2013-09-12 17:48:12,729 - INFO  [main:QuorumPeerConfig@90] - Reading configuration from: /home/jholmberg/Projects/titan-solr-cloud-test/zookeeper-3.3.5/bin/../conf/zoo.cfg
2013-09-12 17:48:12,732 - WARN  [main:QuorumPeerMain@105] - Either no config or no quorum defined in config, running  in standalone mode
2013-09-12 17:48:12,744 - INFO  [main:QuorumPeerConfig@90] - Reading configuration from: /home/jholmberg/Projects/titan-solr-cloud-test/zookeeper-3.3.5/bin/../conf/zoo.cfg
2013-09-12 17:48:12,744 - INFO  [main:ZooKeeperServerMain@94] - Starting server
2013-09-12 17:48:12,750 - INFO  [main:Environment@97] - Server environment:zookeeper.version=3.3.5-1301095, built on 03/15/2012 19:48 GMT
2013-09-12 17:48:12,750 - INFO  [main:Environment@97] - Server environment:host.name=localhost
2013-09-12 17:48:12,750 - INFO  [main:Environment@97] - Server environment:java.version=1.7.0_25
2013-09-12 17:48:12,751 - INFO  [main:Environment@97] - Server environment:java.vendor=Oracle Corporation
2013-09-12 17:48:12,751 - INFO  [main:Environment@97] - Server environment:java.home=/home/jholmberg/apps/jdk/jre
2013-09-12 17:48:12,751 - INFO  [main:Environment@97] - Server environment:java.class.path=/home/jholmberg/Projects/titan-solr-cloud-test/zookeeper-3.3.5/bin/../build/classes:/home/jholmberg/Projects/titan-solr-cloud-test/zookeeper-3.3.5/bin/../build/lib/*.jar:/home/jholmberg/Projects/titan-solr-cloud-test/zookeeper-3.3.5/bin/../zookeeper-3.3.5.jar:/home/jholmberg/Projects/titan-solr-cloud-test/zookeeper-3.3.5/bin/../lib/log4j-1.2.15.jar:/home/jholmberg/Projects/titan-solr-cloud-test/zookeeper-3.3.5/bin/../lib/jline-0.9.94.jar:/home/jholmberg/Projects/titan-solr-cloud-test/zookeeper-3.3.5/bin/../src/java/lib/*.jar:/home/jholmberg/Projects/titan-solr-cloud-test/zookeeper-3.3.5/bin/../conf:
2013-09-12 17:48:12,752 - INFO  [main:Environment@97] - Server environment:java.library.path=/usr/java/packages/lib/amd64:/usr/lib64:/lib64:/lib:/usr/lib
2013-09-12 17:48:12,752 - INFO  [main:Environment@97] - Server environment:java.io.tmpdir=/tmp
2013-09-12 17:48:12,752 - INFO  [main:Environment@97] - Server environment:java.compiler=<NA>
2013-09-12 17:48:12,753 - INFO  [main:Environment@97] - Server environment:os.name=Linux
2013-09-12 17:48:12,753 - INFO  [main:Environment@97] - Server environment:os.arch=amd64
2013-09-12 17:48:12,753 - INFO  [main:Environment@97] - Server environment:os.version=3.10.10-1-ARCH
2013-09-12 17:48:12,754 - INFO  [main:Environment@97] - Server environment:user.name=jholmberg
2013-09-12 17:48:12,754 - INFO  [main:Environment@97] - Server environment:user.home=/home/jholmberg
2013-09-12 17:48:12,754 - INFO  [main:Environment@97] - Server environment:user.dir=/home/jholmberg/Projects/titan-solr-cloud-test/zookeeper-3.3.5
2013-09-12 17:48:12,761 - INFO  [main:ZooKeeperServer@673] - tickTime set to 2000
2013-09-12 17:48:12,761 - INFO  [main:ZooKeeperServer@682] - minSessionTimeout set to -1
2013-09-12 17:48:12,761 - INFO  [main:ZooKeeperServer@691] - maxSessionTimeout set to -1
2013-09-12 17:48:12,775 - INFO  [main:NIOServerCnxn$Factory@143] - binding to port 0.0.0.0/0.0.0.0:2181
2013-09-12 17:48:12,785 - INFO  [main:FileTxnSnapLog@254] - Snapshotting: 0
2013-09-12 17:55:20,600 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn$Factory@251] - Accepted socket connection from /127.0.0.1:41271
2013-09-12 17:55:20,604 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@777] - Client attempting to establish new session at /127.0.0.1:41271
2013-09-12 17:55:20,606 - INFO  [SyncThread:0:FileTxnLog@199] - Creating new log file: log.1
2013-09-12 17:55:20,617 - INFO  [SyncThread:0:NIOServerCnxn@1580] - Established session 0x141142554750000 with negotiated timeout 15000 for client /127.0.0.1:41271
2013-09-12 17:55:20,645 - INFO  [ProcessThread:-1:PrepRequestProcessor@419] - Got user-level KeeperException when processing sessionid:0x141142554750000 type:create cxid:0x7 zxid:0xfffffffffffffffe txntype:unknown reqpath:n/a Error Path:/overseer Error:KeeperErrorCode = NodeExists for /overseer
2013-09-12 17:55:20,664 - INFO  [ProcessThread:-1:PrepRequestProcessor@419] - Got user-level KeeperException when processing sessionid:0x141142554750000 type:delete cxid:0x12 zxid:0xfffffffffffffffe txntype:unknown reqpath:n/a Error Path:/live_nodes/192.168.1.4:8983_solr Error:KeeperErrorCode = NoNode for /live_nodes/192.168.1.4:8983_solr
2013-09-12 17:55:20,693 - INFO  [ProcessThread:-1:PrepRequestProcessor@419] - Got user-level KeeperException when processing sessionid:0x141142554750000 type:delete cxid:0x23 zxid:0xfffffffffffffffe txntype:unknown reqpath:n/a Error Path:/overseer_elect/leader Error:KeeperErrorCode = NoNode for /overseer_elect/leader
2013-09-12 17:55:20,702 - INFO  [ProcessThread:-1:PrepRequestProcessor@419] - Got user-level KeeperException when processing sessionid:0x141142554750000 type:create cxid:0x28 zxid:0xfffffffffffffffe txntype:unknown reqpath:n/a Error Path:/overseer Error:KeeperErrorCode = NodeExists for /overseer
2013-09-12 17:55:20,707 - INFO  [ProcessThread:-1:PrepRequestProcessor@419] - Got user-level KeeperException when processing sessionid:0x141142554750000 type:create cxid:0x29 zxid:0xfffffffffffffffe txntype:unknown reqpath:n/a Error Path:/overseer Error:KeeperErrorCode = NodeExists for /overseer
2013-09-12 17:55:20,710 - INFO  [ProcessThread:-1:PrepRequestProcessor@419] - Got user-level KeeperException when processing sessionid:0x141142554750000 type:create cxid:0x2b zxid:0xfffffffffffffffe txntype:unknown reqpath:n/a Error Path:/overseer Error:KeeperErrorCode = NodeExists for /overseer
2013-09-12 17:55:20,721 - INFO  [ProcessThread:-1:PrepRequestProcessor@419] - Got user-level KeeperException when processing sessionid:0x141142554750000 type:create cxid:0x31 zxid:0xfffffffffffffffe txntype:unknown reqpath:n/a Error Path:/overseer Error:KeeperErrorCode = NodeExists for /overseer
2013-09-12 17:56:46,998 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn$Factory@251] - Accepted socket connection from /127.0.0.1:41276
2013-09-12 17:56:47,000 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@777] - Client attempting to establish new session at /127.0.0.1:41276
